Date,Time Spent (seconds),Number of People,Activity,Category,Productivity
2018-05-10T00:00:00,416,1,rescuetime.com,Intelligence,0
2018-05-10T00:00:00,379,1,piazza.com,Engineering & Technology,2
2018-05-10T00:00:00,319,1,canvas.wisc.edu,Engineering & Technology,1
2018-05-10T00:00:00,300,1,open.spotify.com,Music,0
2018-05-10T00:00:00,273,1,mastbrothers.com,Uncategorized,0
2018-05-10T00:00:00,149,1,google.com,Search,0
2018-05-10T00:00:00,118,1,iterm2,General Software Development,2
2018-05-10T00:00:00,114,1,contacts,Customer Relations,2
2018-05-10T00:00:00,106,1,weeksuntil.com,Uncategorized,0
2018-05-10T00:00:00,99,1,newtab,Browsers,0
2018-05-10T00:00:00,78,1,Finder,General Utilities,0
2018-05-10T00:00:00,29,1,nbillpay.verizonwireless.com,Administration,2
2018-05-10T00:00:00,29,1,pages.cs.wisc.edu,General Reference & Learning,1
2018-05-10T00:00:00,14,1,osxdaily.com,General News & Opinion,-2
2018-05-10T00:00:00,9,1,myvpostpay.verizonwireless.com,General Business,2
2018-05-10T00:00:00,6,1,verizonwireless.com,General Business,2
2018-05-10T00:00:00,5,1,MS Excel,General Business,2
2018-05-10T00:00:00,5,1,login.verizonwireless.com,General Business,2
2018-05-10T00:00:00,2,1,login.wisc.edu,General Reference & Learning,1
2018-05-10T00:00:00,2,1,Preview,General Reference & Learning,1
2018-05-10T00:00:00,2,1,accuweather.com,Maps & Regional,1
2018-05-10T00:00:00,1,1,microsoft word,Writing,2
2018-05-10T00:00:00,1,1,google chrome,Browsers,0
